line number,Character,Character pinyin,Character EN translation,Character HE translation ,Related Sentence,Sentence Pinyin,Sentence EN Translation,Sentence HE Translation,Apearances in sentences,Group,Sentence Length
1678,产生,chǎnshēng,produce; qive raise to,תוֹצֶרֶת; qive להעלות ל,我对我的新朋友产生感情,wǒ duì wǒ de xīn péng yǒu chǎn shēng gǎn qíng,I developed feelings for my new friend,פיתחתי רגשות כלפי החבר החדש שלי,6,Group 3,11
1679,糖葫芦,tánghúlu,sugarcoated haws on a stick.,האוס מצופה סוכר על מקל.,糖葫芦是小朋友们的最爱,táng hú lú shì xiǎo péng yǒu mén de zuì ài,Candied haws are the favorite of children,כוסות מסוכרות הן האהובות על ילדים,6,Group 3,11
1680,未婚妻,wèihūnqī,fiancee,אֲרוּסָה,我想买些东西给我未婚妻,wǒ xiǎng mǎi xiē dōng xī gěi wǒ wèi hūn qī,I want to buy something for my fiancée,אני רוצה לקנות משהו לארוסתי,6,Group 3,11
1681,通,tōng,expert,מוּמחֶה,我希望能通过HSK考试,wǒ xī wàng néng tōng guò HSK kǎo shì,I hope to pass the HSK exam,אני מקווה לעבור את מבחן HSK,2,Group 3,11
1682,同学,tóngxué,student; schoolmate;,סטוּדֶנט; חבר ללימודים;,不会来的同学跟我说一声,bù huì lái de tóng xué gēn wǒ shuō yī shēng,Students who won't be coming please tell me,סטודנטים שלא יגיעו בבקשה ספרו לי,4,Group 3,11
1683,钱包,qiánbāo,wallet; purse.,אַרְנָק; אַרְנָק.,我把小钱包放在手提包里,wǒ bǎ xiǎo qián bāo fàng zài shǒu tí bāo lǐ,I put my small wallet in my handbag,הכנסתי את הארנק הקטן שלי לתיק היד שלי,2,Group 3,11
1684,聪明,cōngmíng,intelligent; clever.,אִינְטֶלִיגֶנְטִי; חָכָם.,他不是不聪明主要是不努力,tā bù shì bù cōng míng zhǔ yào shì bù nǔ lì,"It's not that he's not smart, it's just that he doesn't work hard","זה לא שהוא לא חכם, זה פשוט שהוא לא עובד קשה",2,Group 3,12
1685,经过,jīngguò,pass; go through;,לַעֲבוֹר; לעבור;,我每天早晨上班要经过教堂,wǒ měi tiān zǎo chén shàng bān yào jīng guò jiào táng,I pass by the church every morning on my way to work,אני עובר ליד הכנסייה כל בוקר בדרכי לעבודה,2,Group 3,12
1686,终于,zhōngyú,at last; in the end;,לְבָסוֹף; בְּסוֹף;,他终于觉得自己完全自由了,tā zhōng yú jué dé zì jǐ wán quán zì yóu liǎo,He finally felt completely free.,לבסוף הוא הרגיש חופשי לגמרי.,2,Group 3,12
1687,灯,dēng,lamp,מְנוֹרָה,在你出去前别忘了关灯,zài nǐ chū qù qián bié wàng liǎo guān dēng,Don't forget to turn off the lights before you go out,אל תשכח לכבות את האורות לפני שאתה יוצא,3,Group 3,10
1688,改,gǎi,"change; transform, correct","לְשַׁנוֹת; להפוך, לתקן","这条裤子太长,需要改短些","zhè tiáo kù zǐ tài cháng , xū yào gǎi duǎn xiē",These pants are too long. They need to be shortened.,המכנסיים האלה ארוכים מדי. צריך לקצר אותם.,2,Group 3,12
1689,坏,huài,bad; broken,רַע; שָׁבוּר,坏事可以变成好事,huài shì kě yǐ biàn chéng hǎo shì,Bad things can turn into good things,דברים רעים יכולים להפוך לדברים טובים,3,Group 3,8
1690,学说,xuéshuō,theory; doctrine.,תֵאוֹרִיָה; דוֹקטרִינָה.,这个学说很有趣。,Zhège xuéshuō hěn yǒuqù.,This theory is very interesting.,התיאוריה הזו מאוד מעניינת.,4,Group 3,8
1691,布置,bùzhì,assign; give instructions about.,לְהַקְצוֹת; לתת הנחיות לגבי.,老师布置了作业。,Lǎoshī bùzhì le zuòyè.,The teacher assigned homework.,המורה הקצה שיעורי בית.,2,Group 3,8
1692,精力,jīnglì,energy;,אֵנֶרְגִיָה;,考试要集中精力。,kǎo shì yào jí zhōng jīng lì 。,You need to concentrate on the exam.,אתה צריך להתרכז בבחינה.,6,Group 3,8
1693,暖和,nuǎnhuo,warm;,חַם;,今天天气很暖和。,Jīntiān tiānqì hěn nuǎnhuo.,It is very warm today.,חם מאוד היום.,2,Group 3,8
1694,游览,yóulǎn,go sight-seeing;,ללכת לראות אתרים;,我们去游览长城。,Wǒmen qù yóulǎn Chángchéng.,We went to visit the Great Wall.,הלכנו לבקר בחומה הגדולה.,4,Group 3,8
1695,简单,jiǎndān,simple.,פָּשׁוּט.,这个问题很简单。,Zhège wèntí hěn jiǎndān.,This question is very simple.,השאלה הזו פשוטה מאוד.,4,Group 3,8
1696,住宿,zhùsù,stay; accommodation.,שָׁהוּת; דִיוּר.,那价钱不包括住宿,nà jià qián bù bāo kuò zhù sù,That price does not include accommodation,המחיר לא כולל לינה,4,Group 3,8
1697,古典,gǔdiǎn,classical.,קלַאסִי.,我喜欢古典式建筑,wǒ xǐ huān gǔ diǎn shì jiàn zhù,I like classical architecture,אני אוהב אדריכלות קלאסית,4,Group 3,8
1698,亲耳,qīněr,with one's own ears,עם האוזניים של עצמך,这是我亲耳听到的,zhè shì wǒ qīn ěr tīng dào de,This is what I heard with my own ears,זה מה ששמעתי במו אוזני,4,Group 3,8
1699,不见不散,bújiànbúsàn,wait until we meet,לחכות עד שניפגש,我们明天不见不散,wǒmen míngtiān bújiànbúsàn,See you tomorrow,נתראה מחר,4,Group 3,8
1700,不好意思,bùhǎoyìsi,feel embarrassed;,מרגיש נבוך;,不好意思。请问，,bù hǎo yì sī 。 qǐng wèn ，,"Excuse me. May I ask,","סליחה. אפשר לשאול,",4,Group 3,8
1701,阿姨,āyí,auntie,דוֹדָה,我常常去阿姨家玩,wǒ chángcháng qù āyí jiā wán,I often go to my aunt's house to play,לעתים קרובות אני הולך לבית של דודה שלי לשחק,2,Group 3,8
1702,搬,bān,"carry, move;","לשאת, להעביר;",把箱子搬走很费力,bǎ xiāngzi bān zǒu hěn fèilì,It's hard to move the boxes.,קשה להזיז את הקופסאות.,1,Group 3,8
1703,当,dàng,"serve as, be","לשמש כמו, להיות",他没有当教师的精力,tā méi yǒu dāng jiào shī de jīng lì,He doesn't have the energy to be a teacher.,אין לו כוח להיות מורה.,4,Group 3,9
1704,商业,shāngyè,commerce;,מִסְחָר;,北京是一个商业中心,běi jīng shì yī gè shāng yè zhōng xīn,Beijing is a commercial center,בייג'ין היא מרכז מסחרי,4,Group 3,9
1705,装,zhuāng,"put, pack, hold","לשים, לארוז, להחזיק",他把赢得的东西装在,tā bǎ yíng dé de dōng xī zhuāng zài,He put his winnings in,הוא הכניס את הזכייה שלו,1,Group 3,9
1706,季节,jìjiě,season.,עוֹנָה.,春天是美丽的季节。,Chūntiān shì měilì de jìjié.,Spring is a beautiful season.,האביב הוא עונה יפה.,2,Group 3,9
1707,顺,shùn,smooth,לְהַחלִיק,我今晚回家时顺便来,wǒ jīn wǎn huí jiā shí shùn biàn lái,I'll stop by on my way home tonight,אני אעצור בדרכי הביתה הלילה,3,Group 3,9
1708,饭店,fàndiàn,hotel; restaurant.,מָלוֹן; מִסעָדָה.,这家饭店经营得很好,zhè jiā fàn diàn jīng yíng dé hěn hǎo,This hotel is well run.,מלון זה מנוהל היטב.,4,Group 3,9
1709,滑冰,huábīng,ice-skating; skating.,החלקה על הקרח; הַחלָקָה.,我爱滑冰，也爱滑雪,wǒ ài huá bīng ， yě ài huá xuě,I love skating and skiing,אני אוהב החלקה וסקי,4,Group 3,9
1710,后悔,hǒuhuǐ,regret;,חֲרָטָה;,我做什么都不后悔！,wǒ zuò shén me dū bù hòu huǐ ！,I don’t regret anything I do!,אני לא מתחרט על שום דבר שעשיתי!,4,Group 3,9
1711,认为,rènwéi,think; deem,לַחשׁוֹב; לִסְבּוֹר,难道你不认为我们该,nán dào nǐ bù rèn wéi wǒ mén gāi,Don't you think we should,אתה לא חושב שאנחנו צריכים,4,Group 3,9
1712,天下,tiānxià,the whole world,את כל העולם,今天下午可能会放晴,jīn tiān xià wǔ kě néng huì fàng qíng,It might clear up this afternoon,זה עשוי להתבהר היום אחר הצהריים,4,Group 3,9
1713,座位,zuòwèi,seat;,מוֹשָׁב;,请问这座位有人吗?,qǐng wèn zhè zuò wèi yǒu rén má ?,"Is this seat taken, please?","האם המושב הזה תפוס, בבקשה?",2,Group 3,9
1714,肚子,dùzi,belly,בֶּטֶן,肚子饿时吃什么都香,dù zǐ è shí chī shén me dū xiāng,"When you are hungry, everything tastes delicious","כשאתה רעב, הכל טעים",2,Group 3,9
1715,别人,biérén,other people; others,אנשים אחרים; אחרים,这种事你不应叫别人,zhè zhǒng shì nǐ bù yīng jiào bié rén,You shouldn't ask others for this kind of thing.,אתה לא צריך לבקש דברים מהסוג הזה מאחרים.,2,Group 3,9
1716,新闻,xīnwén,news.,חֲדָשׁוֹת.,在以色列有新闻自由,zài yǐ sè liè yǒu xīn wén zì yóu,There is freedom of the press in Israel,יש חופש עיתונות בישראל,2,Group 3,9
1717,一直,yīzhí,always;,תָמִיד;,铁路一直延伸到海边,tiě lù yī zhí yán shēn dào hǎi biān,The railway extends all the way to the seaside,מסילת הברזל משתרעת עד חוף הים,2,Group 3,9
1718,红叶,hóngyè,red autumnal leaves.,עלי סתיו אדומים.,是的，我们去看红叶吧,shì de ， wǒ mén qù kàn hóng yè bā,"Yes, let's go see the red leaves.","כן, בוא נלך לראות את העלים האדומים.",4,Group 3,10
1719,开会,kāihuì,hold/attend a meeting.,לקיים/להשתתף בפגישה.,明天晚上我们要开会去,míng tiān wǎn shàng wǒ mén yào kāi huì qù,We have a meeting tomorrow night,יש לנו פגישה מחר בערב,2,Group 3,10
1720,听写,tīngxiě,dictate,לְהַכתִיב,请把你们的听写交上来,qǐng bǎ nǐ mén de tīng xiě jiāo shàng lái,Please hand in your dictation.,אנא שלח את הכתבה שלך.,4,Group 3,10
1721,百科全书,bǎikēquánshū,encyclopedia.,אֶנצִיקלוֹפֶּדִיָה.,需要的不仅是百科全书,xūyào de bùjǐn shì bǎikēquánshū,More than just an encyclopedia is needed,צריך יותר מסתם אנציקלופדיה,4,Group 3,10
1722,马马虎虎,mǎmǎhūhū,so-so.,כך-כך.,生意怎么样？马马虎虎,shēng yì zěn me yàng ？ mǎ mǎ hǔ hǔ,How's business? So-so,איך העסק? כך-כך,4,Group 3,10
1723,动物,dòngwù,animals.,בַּעֲלֵי חַיִים.,熊猫是中国西部的动物,xióng māo shì zhōng guó xī bù de dòng wù,Pandas are animals from western China,הפנדות הן חיות ממערב סין,2,Group 3,10
1724,比较,bǐjiào,comparatively;,יַחֲסִית;,他这个人做事比较马虎,tā zhè gè rén zuò shì bǐ jiào mǎ hǔ,He is rather careless in his work.,הוא די רשלני בעבודתו.,2,Group 3,10
1725,变化,biànhuà,change;,לְשַׁנוֹת;,我家乡有了很大的变化,wǒ jiā xiāng yǒu liǎo hěn dà de biàn huà,My hometown has changed a lot.,עיר הולדתי השתנתה מאוד.,2,Group 3,10
1726,歌词,gēcí,lyrics,מילות השיר,她教给他那首歌的歌词,tā jiào gěi tā nà shǒu gē de gē cí,She taught him the lyrics to the song,היא לימדה אותו את המילים לשיר,2,Group 3,10
1727,旅馆,lǚguǎn,hotel.,מָלוֹן.,你能给我找一家旅馆吗?,nǐ néng gěi wǒ zhǎo yī jiā lǚ guǎn má ?,Can you find me a hotel?,אתה יכול למצוא לי מלון?,4,Group 3,11
1728,开关,kāiguān,switch.,מֶתֶג.,我摸不出电灯开关在哪里,wǒ mō bù chū diàn dēng kāi guān zài nǎ lǐ,I can't find the light switch.,אני לא מוצא את מתג האור.,4,Group 3,11
1729,帽子,màozǐ,hat; cap;,כּוֹבַע; כּוֹבַע;,取下你的帽子，它不适合你,qǔ xià nǐ de mào zǐ ， tā bù shì hé nǐ,"Take off your hat, it doesn't fit you","תוריד את הכובע, זה לא מתאים לך",2,Group 3,12
1730,其他,qítā,other; else.,אַחֵר; אַחֵר.,现在我们到其他展览室去吧,xiàn zài wǒ mén dào qí tā zhǎn lǎn shì qù bā,Now let's go to the other exhibition rooms.,עכשיו נלך לחדרי התצוגה האחרים.,4,Group 3,12
1731,首先,shǒuxiān,first of all;,קוֹדֶם כֹּל;,你首先应该考上你的研究生,nǐ shǒu xiān yīng gāi kǎo shàng nǐ de yán jiū shēng,You should first get into your graduate school,תחילה עליך להיכנס לבית הספר לתארים מתקדמים,4,Group 3,12
1732,婚礼,hūnlǐ,wedding ceremony;,טקס חתונה;,我后悔没参加我朋友的婚礼,wǒ hòu huǐ méi cān jiā wǒ péng yǒu de hūn lǐ,I regret not attending my friend's wedding,אני מתחרט שלא נכחתי בחתונה של חבר שלי,2,Group 3,12
1733,坚持,jiānchí,persist in; insist on;,להתמיד ב; להתעקש על;,他坚持要我们参加这次讲座,tā jiān chí yào wǒ mén cān jiā zhè cì jiǎng zuò,He insisted that we attend this lecture,הוא התעקש שנשתתף בהרצאה הזו,2,Group 3,12
1734,年龄,niánlíng,age.,גִיל.,这些孩子的平均年龄是十岁,zhè xiē hái zǐ de píng jūn nián líng shì shí suì,The average age of these children is ten years old,הגיל הממוצע של ילדים אלו הוא עשר שנים,2,Group 3,12
1735,提高,tígāo,raise; improve.,הַעֲלָאָה; לְשַׁפֵּר.,最好的解决办法是提高技术,zuì hǎo de jiě jué bàn fǎ shì tí gāo jì shù,The best solution is to improve technology,הפתרון הטוב ביותר הוא שיפור הטכנולוגיה,2,Group 3,12
1736,学位,xuéwèi,academic degree.,תואר אקדמי.,我听说你还得过经济学学位,wǒ tīng shuō nǐ huán dé guò jīng jì xué xué wèi,I heard you also have a degree in economics.,שמעתי שיש לך גם תואר בכלכלה.,2,Group 3,12
1737,遥远,yáoyuǎn,distant;,רָחוֹק;,他到一个遥远的国家去旅行,tā dào yī gè yáo yuǎn de guó jiā qù lǚ xíng,He traveled to a distant country,הוא נסע לארץ רחוקה,2,Group 3,12
1738,协奏曲,xiézòuqǔ,concerto.,קוֹנצֶ'רטוֹ.,这首协奏曲很美。,Zhè shǒu xiézòuqǔ hěn měi.,This concerto is beautiful.,הקונצ'רטו הזה יפהפה.,3,Group 3,8
1739,特,tè,specially; particularly;,במיוחד; בִּמְיוּחָד;,我特别喜欢这个。,Wǒ tèbié xǐhuan zhège.,I particularly like this.,אני אוהב את זה במיוחד.,1,Group 3,8
1740,无,wú,have not,לא,无论如何不可说谎,wú lùn rú hé bù kě shuō huǎng,Don't lie at any cost,אל תשקר בכל מחיר,2,Group 3,8
1741,借,jiè,borrow;,לִלווֹת;,你没借给他钱是好事,nǐ méi jiè gěi tā qián shì hǎo shì,It's a good thing you didn't lend him the money,טוב שלא הלווית לו את הכסף,3,Group 3,9
1742,别提了,biétíle,no need to mention,אין צורך להזכיר,事情很清楚，别提了,"shìqíng hěn qīngchu, biétíle","The matter is clear, don't mention it","העניין ברור, אל תזכיר את זה",3,Group 3,9
1743,叫,jiào,by,עַל יְדֵי,周老师叫住这个孩子,zhōu lǎo shī jiào zhù zhè gè hái zǐ,Teacher Zhou called the child,המורה ג'ואו התקשרה לילד,1,Group 3,9
1744,鸟,niǎo,bird.,צִפּוֹר.,鸟儿的歌唱预报春到,niǎo ér de gē chàng yù bào chūn dào,Birdsong heralds the arrival of spring,שירת ציפורים מבשרת את בואו של האביב,1,Group 3,9
1745,疼,téng,ache; pain;,כְּאֵב; כְּאֵב;,我知道一种治头疼的药,wǒ zhī dào yī zhǒng zhì tóu téng de yào,I know a medicine for headaches.,אני מכיר תרופה לכאבי ראש.,1,Group 3,10
1746,安全带,ānquándài,safety belt,חגורת בטיחות,系好安全带，保障安全,"xì hǎo ānquán dài, bǎozhàng ānquán",Fasten your seat belts and stay safe,הדקו את חגורות הבטיחות והישארו בטוחים,3,Group 3,10
1747,可不是,kěbùshi,"true, truly","נכון, באמת",可不是，时间过得真快,"kě bùshì, shíjiānguò dé zhēn kuài","Yes, time flies by so fast.","כן, הזמן עובר כל כך מהר.",3,Group 3,10
1748,哈尔滨,hā'érbīn,Harbin.,חרבין.,我听说他到哈尔滨去了,wǒ tīng shuō tā dào hā ěr bīn qù liǎo,I heard he went to Harbin,שמעתי שהוא נסע לחרבין,3,Group 3,10
1749,工商业,gōngshāngyè,industry and commerce.,תעשייה ומסחר.,这个城市工商业很发达。,Zhège chéngshì gōngshāngyè hěn fādá.,This city has developed industry and commerce.,עיר זו פיתחה תעשייה ומסחר.,3,Group 3,11
